time,job,job_counting,city
2023-05,BACKEND,19,Hà Nội
2023-06,BACKEND,19,Hà Nội
2023-07,BACKEND,22,Hà Nội
2023-08,BACKEND,26,Hà Nội
2023-09,BACKEND,27,Hà Nội
2023-10,BACKEND,28,Hà Nội
2023-11,BACKEND,25,Hà Nội
2023-12,BACKEND,18,Hà Nội
2024-01,BACKEND,17,Hà Nội
2024-02,BACKEND,14,Hà Nội
2024-03,BACKEND,33,Hà Nội
2024-04,BACKEND,20,Hà Nội
2024-05,BACKEND,37,Hà Nội
2015-01,BACKEND,26,Hồ Chí Minh
2015-02,BACKEND,29,Hồ Chí Minh
2015-03,BACKEND,21,Hồ Chí Minh
2015-04,BACKEND,30,Hồ Chí Minh
2015-05,BACKEND,19,Hồ Chí Minh
2015-06,BACKEND,33,Hồ Chí Minh
2015-07,BACKEND,25,Hồ Chí Minh
2015-08,BACKEND,33,Hồ Chí Minh
2015-09,BACKEND,30,Hồ Chí Minh
2015-10,BACKEND,21,Hồ Chí Minh
2015-11,BACKEND,21,Hồ Chí Minh
2015-12,BACKEND,25,Hồ Chí Minh
2016-01,BACKEND,19,Hồ Chí Minh
2016-02,BACKEND,21,Hồ Chí Minh
2016-03,BACKEND,30,Hồ Chí Minh
2016-04,BACKEND,20,Hồ Chí Minh
2016-05,BACKEND,21,Hồ Chí Minh
2016-06,BACKEND,26,Hồ Chí Minh
2016-07,BACKEND,20,Hồ Chí Minh
2016-08,BACKEND,23,Hồ Chí Minh
2016-09,BACKEND,30,Hồ Chí Minh
2016-10,BACKEND,25,Hồ Chí Minh
2016-11,BACKEND,18,Hồ Chí Minh
2016-12,BACKEND,36,Hồ Chí Minh
2017-01,BACKEND,30,Hồ Chí Minh
2017-02,BACKEND,21,Hồ Chí Minh
2017-03,BACKEND,26,Hồ Chí Minh
2017-04,BACKEND,25,Hồ Chí Minh
2017-05,BACKEND,26,Hồ Chí Minh
2017-06,BACKEND,20,Hồ Chí Minh
2017-07,BACKEND,26,Hồ Chí Minh
2017-08,BACKEND,23,Hồ Chí Minh
2017-09,BACKEND,19,Hồ Chí Minh
2017-10,BACKEND,23,Hồ Chí Minh
2017-11,BACKEND,24,Hồ Chí Minh
2017-12,BACKEND,26,Hồ Chí Minh
2018-01,BACKEND,24,Hồ Chí Minh
2018-02,BACKEND,22,Hồ Chí Minh
2018-03,BACKEND,21,Hồ Chí Minh
2018-04,BACKEND,20,Hồ Chí Minh
2018-05,BACKEND,21,Hồ Chí Minh
2018-06,BACKEND,24,Hồ Chí Minh
2018-07,BACKEND,24,Hồ Chí Minh
2018-08,BACKEND,20,Hồ Chí Minh
2018-09,BACKEND,34,Hồ Chí Minh
2018-10,BACKEND,32,Hồ Chí Minh
2018-11,BACKEND,30,Hồ Chí Minh
2018-12,BACKEND,30,Hồ Chí Minh
2019-01,BACKEND,29,Hồ Chí Minh
2019-02,BACKEND,29,Hồ Chí Minh
2019-03,BACKEND,19,Hồ Chí Minh
2019-04,BACKEND,25,Hồ Chí Minh
2019-05,BACKEND,22,Hồ Chí Minh
2019-06,BACKEND,26,Hồ Chí Minh
2019-07,BACKEND,26,Hồ Chí Minh
2019-08,BACKEND,24,Hồ Chí Minh
2019-09,BACKEND,29,Hồ Chí Minh
2019-10,BACKEND,33,Hồ Chí Minh
2019-11,BACKEND,19,Hồ Chí Minh
2019-12,BACKEND,34,Hồ Chí Minh
2020-01,BACKEND,23,Hồ Chí Minh
2020-02,BACKEND,28,Hồ Chí Minh
2020-03,BACKEND,32,Hồ Chí Minh
2020-04,BACKEND,34,Hồ Chí Minh
2020-05,BACKEND,21,Hồ Chí Minh
2020-06,BACKEND,20,Hồ Chí Minh
2020-07,BACKEND,14,Hồ Chí Minh
2020-08,BACKEND,16,Hồ Chí Minh
2020-09,BACKEND,25,Hồ Chí Minh
2020-10,BACKEND,12,Hồ Chí Minh
2020-11,BACKEND,11,Hồ Chí Minh
2020-12,BACKEND,21,Hồ Chí Minh
2021-01,BACKEND,11,Hồ Chí Minh
2021-02,BACKEND,74,Hồ Chí Minh
2021-03,BACKEND,94,Hồ Chí Minh
2021-04,BACKEND,20,Hồ Chí Minh
2021-05,BACKEND,23,Hồ Chí Minh
2021-06,BACKEND,21,Hồ Chí Minh
2021-07,BACKEND,12,Hồ Chí Minh
2021-08,BACKEND,26,Hồ Chí Minh
2021-09,BACKEND,65,Hồ Chí Minh
2021-10,BACKEND,70,Hồ Chí Minh
2021-11,BACKEND,35,Hồ Chí Minh
2021-12,BACKEND,48,Hồ Chí Minh
2022-01,BACKEND,149,Hồ Chí Minh
2022-02,BACKEND,58,Hồ Chí Minh
2022-03,BACKEND,52,Hồ Chí Minh
2022-04,BACKEND,51,Hồ Chí Minh
2022-05,BACKEND,44,Hồ Chí Minh
2022-06,BACKEND,27,Hồ Chí Minh
2022-07,BACKEND,20,Hồ Chí Minh
2022-08,BACKEND,21,Hồ Chí Minh
2022-09,BACKEND,13,Hồ Chí Minh
2022-10,BACKEND,15,Hồ Chí Minh
2022-11,BACKEND,18,Hồ Chí Minh
2022-12,BACKEND,17,Hồ Chí Minh
2023-01,BACKEND,29,Hồ Chí Minh
2023-02,BACKEND,16,Hồ Chí Minh
2023-03,BACKEND,25,Hồ Chí Minh
2023-04,BACKEND,14,Hồ Chí Minh
2023-05,BACKEND,17,Hồ Chí Minh
2023-06,BACKEND,23,Hồ Chí Minh
2023-07,BACKEND,27,Hồ Chí Minh
2023-08,BACKEND,22,Hồ Chí Minh
2023-09,BACKEND,22,Hồ Chí Minh
2023-10,BACKEND,23,Hồ Chí Minh
2023-11,BACKEND,33,Hồ Chí Minh
2023-12,BACKEND,29,Hồ Chí Minh
2024-01,BACKEND,23,Hồ Chí Minh
2024-02,BACKEND,25,Hồ Chí Minh
2024-03,BACKEND,20,Hồ Chí Minh
2024-04,BACKEND,31,Hồ Chí Minh
2024-05,BACKEND,22,Hồ Chí Minh
2015-01,BACKEND,36,Đà Nẵng
2015-02,BACKEND,19,Đà Nẵng
2015-03,BACKEND,25,Đà Nẵng
2015-04,BACKEND,24,Đà Nẵng
2015-05,BACKEND,19,Đà Nẵng
2015-06,BACKEND,32,Đà Nẵng
2015-07,BACKEND,31,Đà Nẵng
2015-08,BACKEND,19,Đà Nẵng
2015-09,BACKEND,29,Đà Nẵng
2015-10,BACKEND,17,Đà Nẵng
2015-11,BACKEND,26,Đà Nẵng
2015-12,BACKEND,21,Đà Nẵng
2016-01,BACKEND,23,Đà Nẵng
2016-02,BACKEND,33,Đà Nẵng
2016-03,BACKEND,14,Đà Nẵng
2016-04,BACKEND,26,Đà Nẵng
2016-05,BACKEND,24,Đà Nẵng
2016-06,BACKEND,25,Đà Nẵng
2016-07,BACKEND,19,Đà Nẵng
2016-08,BACKEND,20,Đà Nẵng
2016-09,BACKEND,28,Đà Nẵng
2016-10,BACKEND,33,Đà Nẵng
2016-11,BACKEND,33,Đà Nẵng
2016-12,BACKEND,30,Đà Nẵng
2017-01,BACKEND,27,Đà Nẵng
2017-02,BACKEND,29,Đà Nẵng
2017-03,BACKEND,17,Đà Nẵng
2017-04,BACKEND,30,Đà Nẵng
2017-05,BACKEND,20,Đà Nẵng
2017-06,BACKEND,33,Đà Nẵng
2017-07,BACKEND,30,Đà Nẵng
2017-08,BACKEND,20,Đà Nẵng
2017-09,BACKEND,25,Đà Nẵng
2017-10,BACKEND,32,Đà Nẵng
2017-11,BACKEND,21,Đà Nẵng
2017-12,BACKEND,17,Đà Nẵng
2018-01,BACKEND,20,Đà Nẵng
2018-02,BACKEND,25,Đà Nẵng
2018-03,BACKEND,25,Đà Nẵng
2018-04,BACKEND,28,Đà Nẵng
2018-05,BACKEND,23,Đà Nẵng
2018-06,BACKEND,20,Đà Nẵng
2018-07,BACKEND,17,Đà Nẵng
2018-08,BACKEND,25,Đà Nẵng
2018-09,BACKEND,28,Đà Nẵng
2018-10,BACKEND,28,Đà Nẵng
2018-11,BACKEND,31,Đà Nẵng
2018-12,BACKEND,33,Đà Nẵng
2019-01,BACKEND,27,Đà Nẵng
2019-02,BACKEND,27,Đà Nẵng
2019-03,BACKEND,30,Đà Nẵng
2019-04,BACKEND,26,Đà Nẵng
2019-05,BACKEND,37,Đà Nẵng
2019-06,BACKEND,24,Đà Nẵng
2019-07,BACKEND,23,Đà Nẵng
2019-08,BACKEND,23,Đà Nẵng
2019-09,BACKEND,19,Đà Nẵng
2019-10,BACKEND,26,Đà Nẵng
2019-11,BACKEND,24,Đà Nẵng
2019-12,BACKEND,34,Đà Nẵng
2020-01,BACKEND,23,Đà Nẵng
2020-02,BACKEND,28,Đà Nẵng
2020-03,BACKEND,30,Đà Nẵng
2020-04,BACKEND,30,Đà Nẵng
2020-05,BACKEND,28,Đà Nẵng
2020-06,BACKEND,31,Đà Nẵng
2020-07,BACKEND,12,Đà Nẵng
2020-08,BACKEND,14,Đà Nẵng
2020-09,BACKEND,10,Đà Nẵng
2020-10,BACKEND,12,Đà Nẵng
2020-11,BACKEND,11,Đà Nẵng
2020-12,BACKEND,19,Đà Nẵng
2021-01,BACKEND,11,Đà Nẵng
2021-02,BACKEND,82,Đà Nẵng
2021-03,BACKEND,85,Đà Nẵng
2021-04,BACKEND,34,Đà Nẵng
2021-05,BACKEND,16,Đà Nẵng
2021-06,BACKEND,25,Đà Nẵng
2021-07,BACKEND,14,Đà Nẵng
2021-08,BACKEND,27,Đà Nẵng
2021-09,BACKEND,72,Đà Nẵng
2021-10,BACKEND,69,Đà Nẵng
2021-11,BACKEND,43,Đà Nẵng
2021-12,BACKEND,46,Đà Nẵng
2022-01,BACKEND,145,Đà Nẵng
2022-02,BACKEND,57,Đà Nẵng
2022-03,BACKEND,62,Đà Nẵng
2022-04,BACKEND,57,Đà Nẵng
2022-05,BACKEND,39,Đà Nẵng
2022-06,BACKEND,30,Đà Nẵng
2022-07,BACKEND,24,Đà Nẵng
2022-08,BACKEND,22,Đà Nẵng
2022-09,BACKEND,15,Đà Nẵng
2022-10,BACKEND,18,Đà Nẵng
2022-11,BACKEND,18,Đà Nẵng
2022-12,BACKEND,14,Đà Nẵng
2023-01,BACKEND,26,Đà Nẵng
2023-02,BACKEND,22,Đà Nẵng
2023-03,BACKEND,21,Đà Nẵng
2023-04,BACKEND,29,Đà Nẵng
2023-05,BACKEND,25,Đà Nẵng
2023-06,BACKEND,23,Đà Nẵng
2023-07,BACKEND,26,Đà Nẵng
2023-08,BACKEND,24,Đà Nẵng
2023-09,BACKEND,30,Đà Nẵng
2023-10,BACKEND,30,Đà Nẵng
2023-11,BACKEND,29,Đà Nẵng
2023-12,BACKEND,25,Đà Nẵng
2024-01,BACKEND,27,Đà Nẵng
2024-02,BACKEND,26,Đà Nẵng
2024-03,BACKEND,30,Đà Nẵng
2024-04,BACKEND,27,Đà Nẵng
2024-05,BACKEND,23,Đà Nẵng
2020-06,BI,2,Hà Nội
2020-12,BI,6,Hà Nội
2020-06,BI,2,Hồ Chí Minh
2020-12,BI,8,Hồ Chí Minh
2020-06,BI,2,Đà Nẵng
2020-12,BI,7,Đà Nẵng
2019-08,BIGDATA,5,Hà Nội
2019-09,BIGDATA,2,Hà Nội
2019-12,BIGDATA,5,Hà Nội
2020-02,BIGDATA,2,Hà Nội
2020-08,BIGDATA,21,Hà Nội
2020-10,BIGDATA,2,Hà Nội
2019-08,BIGDATA,5,Hồ Chí Minh
2019-09,BIGDATA,2,Hồ Chí Minh
2019-12,BIGDATA,6,Hồ Chí Minh
2020-02,BIGDATA,2,Hồ Chí Minh
2020-08,BIGDATA,21,Hồ Chí Minh
2020-10,BIGDATA,2,Hồ Chí Minh
2019-08,BIGDATA,5,Đà Nẵng
2019-09,BIGDATA,2,Đà Nẵng
2019-12,BIGDATA,5,Đà Nẵng
2020-02,BIGDATA,2,Đà Nẵng
2020-08,BIGDATA,20,Đà Nẵng
2020-10,BIGDATA,2,Đà Nẵng
2019-03,BLOCHAIN,2,Hà Nội
2019-08,BLOCHAIN,5,Hà Nội
2019-12,BLOCHAIN,26,Hà Nội
2019-03,BLOCHAIN,2,Hồ Chí Minh
2019-08,BLOCHAIN,5,Hồ Chí Minh
2019-12,BLOCHAIN,26,Hồ Chí Minh
2019-03,BLOCHAIN,2,Đà Nẵng
2019-08,BLOCHAIN,5,Đà Nẵng
2019-12,BLOCHAIN,25,Đà Nẵng
2018-04,BLOCKCHAIN,17,Hà Nội
2018-05,BLOCKCHAIN,2,Hà Nội
2018-07,BLOCKCHAIN,2,Hà Nội
2018-08,BLOCKCHAIN,2,Hà Nội
2018-10,BLOCKCHAIN,4,Hà Nội
2018-11,BLOCKCHAIN,13,Hà Nội
2018-12,BLOCKCHAIN,7,Hà Nội
2019-03,BLOCKCHAIN,9,Hà Nội
2019-04,BLOCKCHAIN,4,Hà Nội
2019-05,BLOCKCHAIN,5,Hà Nội
2019-07,BLOCKCHAIN,8,Hà Nội
2019-08,BLOCKCHAIN,4,Hà Nội
2019-09,BLOCKCHAIN,10,Hà Nội
2019-11,BLOCKCHAIN,2,Hà Nội
2019-12,BLOCKCHAIN,2,Hà Nội
2020-02,BLOCKCHAIN,2,Hà Nội
2020-04,BLOCKCHAIN,6,Hà Nội
2020-08,BLOCKCHAIN,10,Hà Nội
2020-10,BLOCKCHAIN,4,Hà Nội
2020-11,BLOCKCHAIN,2,Hà Nội
2021-03,BLOCKCHAIN,4,Hà Nội
2021-04,BLOCKCHAIN,5,Hà Nội
2021-05,BLOCKCHAIN,5,Hà Nội
2021-06,BLOCKCHAIN,2,Hà Nội
2021-07,BLOCKCHAIN,8,Hà Nội
2021-08,BLOCKCHAIN,5,Hà Nội
2021-09,BLOCKCHAIN,9,Hà Nội
2021-10,BLOCKCHAIN,6,Hà Nội
2021-11,BLOCKCHAIN,10,Hà Nội
2021-12,BLOCKCHAIN,4,Hà Nội
2022-01,BLOCKCHAIN,12,Hà Nội
2022-02,BLOCKCHAIN,4,Hà Nội
2022-03,BLOCKCHAIN,5,Hà Nội
2022-04,BLOCKCHAIN,11,Hà Nội
2022-05,BLOCKCHAIN,6,Hà Nội
2022-06,BLOCKCHAIN,7,Hà Nội
2022-07,BLOCKCHAIN,12,Hà Nội
2022-08,BLOCKCHAIN,4,Hà Nội
2022-09,BLOCKCHAIN,28,Hà Nội
2022-10,BLOCKCHAIN,10,Hà Nội
2022-11,BLOCKCHAIN,10,Hà Nội
2022-12,BLOCKCHAIN,2,Hà Nội
2018-04,BLOCKCHAIN,18,Hồ Chí Minh
2018-05,BLOCKCHAIN,2,Hồ Chí Minh
2018-07,BLOCKCHAIN,2,Hồ Chí Minh
2018-08,BLOCKCHAIN,2,Hồ Chí Minh
2018-10,BLOCKCHAIN,4,Hồ Chí Minh
2018-11,BLOCKCHAIN,15,Hồ Chí Minh
2018-12,BLOCKCHAIN,11,Hồ Chí Minh
2019-03,BLOCKCHAIN,9,Hồ Chí Minh
2019-04,BLOCKCHAIN,4,Hồ Chí Minh
2019-05,BLOCKCHAIN,4,Hồ Chí Minh
2019-07,BLOCKCHAIN,8,Hồ Chí Minh
2019-08,BLOCKCHAIN,3,Hồ Chí Minh
2019-09,BLOCKCHAIN,13,Hồ Chí Minh
2019-11,BLOCKCHAIN,2,Hồ Chí Minh
2019-12,BLOCKCHAIN,2,Hồ Chí Minh
2020-02,BLOCKCHAIN,2,Hồ Chí Minh
2020-04,BLOCKCHAIN,7,Hồ Chí Minh
2020-08,BLOCKCHAIN,8,Hồ Chí Minh
2020-10,BLOCKCHAIN,5,Hồ Chí Minh
2020-11,BLOCKCHAIN,2,Hồ Chí Minh
2021-03,BLOCKCHAIN,3,Hồ Chí Minh
2021-04,BLOCKCHAIN,5,Hồ Chí Minh
2021-05,BLOCKCHAIN,4,Hồ Chí Minh
2021-06,BLOCKCHAIN,2,Hồ Chí Minh
2021-07,BLOCKCHAIN,7,Hồ Chí Minh
2021-08,BLOCKCHAIN,7,Hồ Chí Minh
2021-09,BLOCKCHAIN,7,Hồ Chí Minh
2021-10,BLOCKCHAIN,5,Hồ Chí Minh
2021-11,BLOCKCHAIN,11,Hồ Chí Minh
2021-12,BLOCKCHAIN,4,Hồ Chí Minh
2022-01,BLOCKCHAIN,11,Hồ Chí Minh
2022-02,BLOCKCHAIN,4,Hồ Chí Minh
2022-03,BLOCKCHAIN,5,Hồ Chí Minh
2022-04,BLOCKCHAIN,11,Hồ Chí Minh
2022-05,BLOCKCHAIN,6,Hồ Chí Minh
2022-06,BLOCKCHAIN,5,Hồ Chí Minh
2022-07,BLOCKCHAIN,11,Hồ Chí Minh
2022-08,BLOCKCHAIN,4,Hồ Chí Minh
2022-09,BLOCKCHAIN,24,Hồ Chí Minh
2022-10,BLOCKCHAIN,9,Hồ Chí Minh
2022-11,BLOCKCHAIN,12,Hồ Chí Minh
2022-12,BLOCKCHAIN,2,Hồ Chí Minh
2018-04,BLOCKCHAIN,16,Đà Nẵng
2018-05,BLOCKCHAIN,2,Đà Nẵng
2018-07,BLOCKCHAIN,2,Đà Nẵng
2018-08,BLOCKCHAIN,2,Đà Nẵng
2018-10,BLOCKCHAIN,4,Đà Nẵng
2018-11,BLOCKCHAIN,13,Đà Nẵng
2018-12,BLOCKCHAIN,9,Đà Nẵng
2019-03,BLOCKCHAIN,8,Đà Nẵng
2019-04,BLOCKCHAIN,4,Đà Nẵng
2019-05,BLOCKCHAIN,4,Đà Nẵng
2019-07,BLOCKCHAIN,7,Đà Nẵng
2019-08,BLOCKCHAIN,4,Đà Nẵng
2019-09,BLOCKCHAIN,12,Đà Nẵng
2019-11,BLOCKCHAIN,2,Đà Nẵng
2019-12,BLOCKCHAIN,2,Đà Nẵng
2020-02,BLOCKCHAIN,2,Đà Nẵng
2020-04,BLOCKCHAIN,7,Đà Nẵng
2020-08,BLOCKCHAIN,10,Đà Nẵng
2020-10,BLOCKCHAIN,4,Đà Nẵng
2020-11,BLOCKCHAIN,2,Đà Nẵng
2021-03,BLOCKCHAIN,4,Đà Nẵng
2021-04,BLOCKCHAIN,4,Đà Nẵng
2021-05,BLOCKCHAIN,4,Đà Nẵng
2021-06,BLOCKCHAIN,2,Đà Nẵng
2021-07,BLOCKCHAIN,8,Đà Nẵng
2021-08,BLOCKCHAIN,6,Đà Nẵng
2021-09,BLOCKCHAIN,8,Đà Nẵng
2021-10,BLOCKCHAIN,6,Đà Nẵng
2021-11,BLOCKCHAIN,11,Đà Nẵng
2021-12,BLOCKCHAIN,4,Đà Nẵng
2022-01,BLOCKCHAIN,10,Đà Nẵng
2022-02,BLOCKCHAIN,4,Đà Nẵng
2022-03,BLOCKCHAIN,4,Đà Nẵng
2022-04,BLOCKCHAIN,11,Đà Nẵng
2022-05,BLOCKCHAIN,6,Đà Nẵng
2022-06,BLOCKCHAIN,6,Đà Nẵng
2022-07,BLOCKCHAIN,10,Đà Nẵng
2022-08,BLOCKCHAIN,4,Đà Nẵng
2022-09,BLOCKCHAIN,24,Đà Nẵng
2022-10,BLOCKCHAIN,8,Đà Nẵng
2022-11,BLOCKCHAIN,10,Đà Nẵng
2022-12,BLOCKCHAIN,2,Đà Nẵng
2020-08,BPO,1,Hà Nội
2020-08,BPO,1,Hồ Chí Minh
2020-08,BPO,1,Đà Nẵng
2015-01,BRSE,2,Hà Nội
2015-02,BRSE,2,Hà Nội
2015-03,BRSE,2,Hà Nội
2015-04,BRSE,2,Hà Nội
2015-05,BRSE,4,Hà Nội
2015-06,BRSE,2,Hà Nội
2015-07,BRSE,2,Hà Nội
2015-08,BRSE,2,Hà Nội
2015-09,BRSE,2,Hà Nội
2015-10,BRSE,2,Hà Nội
2015-11,BRSE,3,Hà Nội
2015-12,BRSE,2,Hà Nội
2016-01,BRSE,8,Hà Nội
2016-02,BRSE,1,Hà Nội
2016-03,BRSE,2,Hà Nội
2016-04,BRSE,1,Hà Nội
2016-05,BRSE,1,Hà Nội
2016-06,BRSE,1,Hà Nội
2016-07,BRSE,1,Hà Nội
2016-08,BRSE,3,Hà Nội
2016-09,BRSE,2,Hà Nội
2016-10,BRSE,1,Hà Nội
2016-11,BRSE,1,Hà Nội
2016-12,BRSE,1,Hà Nội
2017-01,BRSE,2,Hà Nội
2017-02,BRSE,2,Hà Nội
2017-03,BRSE,5,Hà Nội
2017-04,BRSE,2,Hà Nội
2017-05,BRSE,2,Hà Nội
2017-06,BRSE,6,Hà Nội
2017-07,BRSE,4,Hà Nội
2017-08,BRSE,1,Hà Nội
2017-09,BRSE,6,Hà Nội
2017-10,BRSE,3,Hà Nội
2017-11,BRSE,3,Hà Nội
2017-12,BRSE,4,Hà Nội
2018-01,BRSE,6,Hà Nội
2018-02,BRSE,8,Hà Nội
2018-03,BRSE,8,Hà Nội
2018-04,BRSE,2,Hà Nội
2018-05,BRSE,23,Hà Nội
2018-06,BRSE,14,Hà Nội
2018-07,BRSE,69,Hà Nội
2018-08,BRSE,8,Hà Nội
2018-09,BRSE,29,Hà Nội
2018-10,BRSE,30,Hà Nội
2018-11,BRSE,23,Hà Nội
2018-12,BRSE,14,Hà Nội
2019-01,BRSE,5,Hà Nội
2019-02,BRSE,12,Hà Nội
2019-03,BRSE,20,Hà Nội
2019-04,BRSE,13,Hà Nội
2019-05,BRSE,18,Hà Nội
2019-06,BRSE,18,Hà Nội
2019-07,BRSE,2,Hà Nội
2019-08,BRSE,33,Hà Nội
2019-09,BRSE,38,Hà Nội
2019-10,BRSE,16,Hà Nội
2019-11,BRSE,17,Hà Nội
2019-12,BRSE,7,Hà Nội
2020-01,BRSE,17,Hà Nội
2020-02,BRSE,18,Hà Nội
2020-03,BRSE,14,Hà Nội
2020-04,BRSE,13,Hà Nội
2020-05,BRSE,2,Hà Nội
2020-06,BRSE,7,Hà Nội
2020-07,BRSE,10,Hà Nội
2020-08,BRSE,9,Hà Nội
2020-09,BRSE,7,Hà Nội
2020-10,BRSE,8,Hà Nội
2020-11,BRSE,9,Hà Nội
2020-12,BRSE,15,Hà Nội
2021-01,BRSE,6,Hà Nội
2021-02,BRSE,10,Hà Nội
2021-03,BRSE,55,Hà Nội
2021-04,BRSE,53,Hà Nội
2021-05,BRSE,20,Hà Nội
2021-06,BRSE,12,Hà Nội
2021-07,BRSE,19,Hà Nội
2021-08,BRSE,44,Hà Nội
2021-09,BRSE,29,Hà Nội
2021-10,BRSE,23,Hà Nội
2021-11,BRSE,21,Hà Nội
2021-12,BRSE,36,Hà Nội
2022-01,BRSE,31,Hà Nội
2022-02,BRSE,46,Hà Nội
2022-03,BRSE,27,Hà Nội
2022-04,BRSE,39,Hà Nội
2022-05,BRSE,17,Hà Nội
2022-06,BRSE,24,Hà Nội
2022-07,BRSE,21,Hà Nội
2022-08,BRSE,19,Hà Nội
2022-09,BRSE,36,Hà Nội
2022-10,BRSE,31,Hà Nội
2022-11,BRSE,28,Hà Nội
2022-12,BRSE,36,Hà Nội
2023-01,BRSE,20,Hà Nội
2023-02,BRSE,22,Hà Nội
2023-03,BRSE,23,Hà Nội
2023-04,BRSE,33,Hà Nội
2023-05,BRSE,34,Hà Nội
2023-06,BRSE,23,Hà Nội
2023-07,BRSE,29,Hà Nội
2023-08,BRSE,29,Hà Nội
2023-09,BRSE,26,Hà Nội
2023-10,BRSE,33,Hà Nội
2023-11,BRSE,22,Hà Nội
2023-12,BRSE,21,Hà Nội
2024-01,BRSE,26,Hà Nội
2024-02,BRSE,35,Hà Nội
2024-03,BRSE,23,Hà Nội
2024-04,BRSE,29,Hà Nội
2024-05,BRSE,25,Hà Nội
2015-01,BRSE,2,Hồ Chí Minh
2015-02,BRSE,2,Hồ Chí Minh
2015-03,BRSE,2,Hồ Chí Minh
2015-04,BRSE,2,Hồ Chí Minh
2015-05,BRSE,4,Hồ Chí Minh
2015-06,BRSE,2,Hồ Chí Minh
2015-07,BRSE,2,Hồ Chí Minh
2015-08,BRSE,2,Hồ Chí Minh
2015-09,BRSE,2,Hồ Chí Minh
2015-10,BRSE,2,Hồ Chí Minh
2015-11,BRSE,4,Hồ Chí Minh
2015-12,BRSE,2,Hồ Chí Minh
2016-01,BRSE,8,Hồ Chí Minh
2016-02,BRSE,1,Hồ Chí Minh
2016-03,BRSE,2,Hồ Chí Minh
2016-04,BRSE,2,Hồ Chí Minh
2016-05,BRSE,2,Hồ Chí Minh
2016-06,BRSE,1,Hồ Chí Minh
2016-07,BRSE,1,Hồ Chí Minh
2016-08,BRSE,3,Hồ Chí Minh
2016-09,BRSE,2,Hồ Chí Minh
2016-10,BRSE,2,Hồ Chí Minh
2016-11,BRSE,1,Hồ Chí Minh
2016-12,BRSE,1,Hồ Chí Minh
2017-01,BRSE,2,Hồ Chí Minh
2017-02,BRSE,2,Hồ Chí Minh
2017-03,BRSE,4,Hồ Chí Minh
2017-04,BRSE,2,Hồ Chí Minh
2017-05,BRSE,3,Hồ Chí Minh
2017-06,BRSE,6,Hồ Chí Minh
2017-07,BRSE,4,Hồ Chí Minh
2017-08,BRSE,1,Hồ Chí Minh
2017-09,BRSE,6,Hồ Chí Minh
2017-10,BRSE,3,Hồ Chí Minh
2017-11,BRSE,3,Hồ Chí Minh
2017-12,BRSE,3,Hồ Chí Minh
2018-01,BRSE,6,Hồ Chí Minh
2018-02,BRSE,8,Hồ Chí Minh
2018-03,BRSE,7,Hồ Chí Minh
2018-04,BRSE,2,Hồ Chí Minh
2018-05,BRSE,18,Hồ Chí Minh
2018-06,BRSE,17,Hồ Chí Minh
2018-07,BRSE,61,Hồ Chí Minh
2018-08,BRSE,9,Hồ Chí Minh
2018-09,BRSE,23,Hồ Chí Minh
2018-10,BRSE,35,Hồ Chí Minh
2018-11,BRSE,20,Hồ Chí Minh
2018-12,BRSE,14,Hồ Chí Minh
2019-01,BRSE,5,Hồ Chí Minh
2019-02,BRSE,11,Hồ Chí Minh
2019-03,BRSE,16,Hồ Chí Minh
2019-04,BRSE,13,Hồ Chí Minh
2019-05,BRSE,16,Hồ Chí Minh
2019-06,BRSE,16,Hồ Chí Minh
2019-07,BRSE,2,Hồ Chí Minh
2019-08,BRSE,36,Hồ Chí Minh
2019-09,BRSE,42,Hồ Chí Minh
2019-10,BRSE,12,Hồ Chí Minh
2019-11,BRSE,15,Hồ Chí Minh
2019-12,BRSE,8,Hồ Chí Minh
2020-01,BRSE,18,Hồ Chí Minh
2020-02,BRSE,16,Hồ Chí Minh
2020-03,BRSE,13,Hồ Chí Minh
2020-04,BRSE,15,Hồ Chí Minh
2020-05,BRSE,2,Hồ Chí Minh
2020-06,BRSE,5,Hồ Chí Minh
2020-07,BRSE,11,Hồ Chí Minh
2020-08,BRSE,13,Hồ Chí Minh
2020-09,BRSE,7,Hồ Chí Minh
2020-10,BRSE,8,Hồ Chí Minh
2020-11,BRSE,12,Hồ Chí Minh
2020-12,BRSE,11,Hồ Chí Minh
2021-01,BRSE,5,Hồ Chí Minh
2021-02,BRSE,14,Hồ Chí Minh
2021-03,BRSE,43,Hồ Chí Minh
2021-04,BRSE,54,Hồ Chí Minh
2021-05,BRSE,21,Hồ Chí Minh
2021-06,BRSE,14,Hồ Chí Minh
2021-07,BRSE,18,Hồ Chí Minh
2021-08,BRSE,57,Hồ Chí Minh
2021-09,BRSE,34,Hồ Chí Minh
2021-10,BRSE,33,Hồ Chí Minh
2021-11,BRSE,19,Hồ Chí Minh
2021-12,BRSE,33,Hồ Chí Minh
2022-01,BRSE,35,Hồ Chí Minh
2022-02,BRSE,40,Hồ Chí Minh
2022-03,BRSE,24,Hồ Chí Minh
2022-04,BRSE,40,Hồ Chí Minh
2022-05,BRSE,20,Hồ Chí Minh
2022-06,BRSE,26,Hồ Chí Minh
2022-07,BRSE,21,Hồ Chí Minh
2022-08,BRSE,17,Hồ Chí Minh
2022-09,BRSE,27,Hồ Chí Minh
2022-10,BRSE,30,Hồ Chí Minh
